,投稿日,この製品のいい点,改善してほしい点,メリット,おすすめポイント
1772,2021/11/09,社内旅費規程が反映された日当及び宿泊費の自動計算が可能で、申請ー承認の流れも明確。職級に応じた割り増しや、早朝・深夜の出発帰着による変動にも対応でき、エクセル時代にあった差し戻しも無くなりました。過去申請の検索もできて便利。,やはり領収書の添付問題を改善してほしい。現状では申請して領収書がある場合は申請書を印刷し、領収書を添付して承認ルートに従って提出している。カメラやスマホ連携した領収書の電子添付に対応できればさらにペーパーレスが進む。システムの不具合がありましたか？過去の申請を削除できない。,数年前まではエクセルで各自社内旅費規程とにらめっこしたり、詳しいアシスタントに聞いて紙で提出していた。楽楽精算になったことでその手間がなくなり、今ではそのアシスタントは全く別の業務ができている。ペーパーレスだけでなく、個人ＰＣのエクセル文書も不要となった。また、出張前の旅費申請を必須としたことにより、旅費や日程の事前把握を上司と共有できるだけでなく、部署内で準備の意識向上のきっかけにもなった。,まず試用してみるのが良い
1773,2021/11/09,これまでは請求書等を添付して紙ベースで経理担当に提出する必要があったのですが、最低限の紙ベースで業務推進できるのが最大のメリットです。,まだそれほど使用したことはないのですが、入力事項が多いですので１回入力したものをパソコン上で覚えておけるような機能が備わると、さらに魅力的になるのではと思います。,物品購入や出張の際には、先に立て替えておいて後ほど精算ということが多かったのですが、このシステムの導入により、現金が行き交うことがなくなりすごく便利に感じています。この口コミを詳しく見る,請求書等を添付して紙ベースで経理担当に提出する必要があったのですが、最低限の紙ベースで業務推進できるのが最大のメリットです。楽楽精算の改善してほしい点まだそれほど使用したことはないのですが、入力事項が多いですので１回入力したものをパソコン上で覚えておけるような機能が備わると、さらに魅力的になるのではと思います。楽楽精算導入で得られた効果・メリット物品購入や出張の際には、先に立て替えておいて後ほど精算ということが多かったのですが、このシステムの導入により、現金が行き交うことがなくなりすごく便利に感じています。
1774,2021/11/09,会社の社有車の立替経費で利用していますが、以前はレシートを紙に貼り付けて、割印押して…など煩わしい作業が、スマホでレシートをアップロードする事で文字通り楽に申請出来る。承認する側も一括承認が出来て、押印作業が省ける＆どこでもいつでも確認出来る。,申請の項目を毎回選択しないといけないので、ブックマーク機能などあれば更に効率的に申請出来ると思う。あとレシートの名前を読み間違える事は改善してもらいたい。,申請する側のメリットは紙の申請書に糊つけ、割印などしなくていいので効率的になった。承認する側のメリットとしては承認の押印が不要なので、会計担当のパートさんに確認してもらって、翌日一括承認できて非常に効率的になった。この口コミを詳しく見る,車の立替経費で利用していますが、以前はレシートを紙に貼り付けて、割印押して…など煩わしい作業が、スマホでレシートをアップロードする事で文字通り楽に申請出来る。承認する側も一括承認が出来て、押印作業が省ける＆どこでもいつでも確認出来る。楽楽精算の改善してほしい点申請の項目を毎回選択しないといけないので、ブックマーク機能などあれば更に効率的に申請出来ると思う。あとレシートの名前を読み間違える事は改善してもらいたい。楽楽精算導入で得られた効果・メリット申請する側のメリットは紙の申請書に糊つけ、割印などしなくていいので効率的になった。承認する側のメリットとしては承認の押印が不要なので、会計担当のパートさんに確認してもらって、翌日一括承認できて非常に効率的になった。
1775,2021/11/09,スマホで領収書を撮影することで、店名や金額等が自動入力されるため、入力する内容をこれまでよりも減らすことができたと思います。,スマホアプリでの領収書作成機能について、画面で表示されるエリア以上に撮影されているので、撮影範囲を決めにくいです。表示と撮影範囲を揃えて欲しいです。システムの不具合がありましたか？スマホアプリで領収書の撮影ができなくなったことがありました。,領収書を撮影し、店名や金額等が自動入力されることで、入力業務の時間短縮になっていると思います。特に精算業務が多い営業は、業務効率化により、本来の営業活動に時間を使えるようになっていると思います。この口コミを詳しく見る,収書を撮影することで、店名や金額等が自動入力されるため、入力する内容をこれまでよりも減らすことができたと思います。楽楽精算の改善してほしい点スマホアプリでの領収書作成機能について、画面で表示されるエリア以上に撮影されているので、撮影範囲を決めにくいです。表示と撮影範囲を揃えて欲しいです。システムの不具合がありましたか？スマホアプリで領収書の撮影ができなくなったことがありました。楽楽精算導入で得られた効果・メリット領収書を撮影し、店名や金額等が自動入力されることで、入力業務の時間短縮になっていると思います。特に精算業務が多い営業は、業務効率化により、本来の営業活動に時間を使えるようになっていると思います。
1776,2021/11/09,今まで請求書や領収書の原本がないと、申請内容との確認ができなかったですが、楽楽精算だと請求書・領収書のコピーを添付するため申請内容を確認する者が離れた場所にいてもすぐに確認ができる。,一度請求書・領収書で取り込んだものにサインをし忘れていて修正しても、再度取り込みなおして登録をし直さなければいけないのが手間です。精算する前のものは、差し替えができるとありがたいです。,申請内容を確認する際、出張申請から手修正を加えたことがすぐにわかるため、注意して見ようとすることでミスを見逃しにくくなりました。この口コミを詳しく見る,書や領収書の原本がないと、申請内容との確認ができなかったですが、楽楽精算だと請求書・領収書のコピーを添付するため申請内容を確認する者が離れた場所にいてもすぐに確認ができる。楽楽精算の改善してほしい点一度請求書・領収書で取り込んだものにサインをし忘れていて修正しても、再度取り込みなおして登録をし直さなければいけないのが手間です。精算する前のものは、差し替えができるとありがたいです。楽楽精算導入で得られた効果・メリット申請内容を確認する際、出張申請から手修正を加えたことがすぐにわかるため、注意して見ようとすることでミスを見逃しにくくなりました。
1777,2021/11/09,色んなソフトや、アプリがあるが個人的に1番シンプルで使いやすいと思った。経費精算って聞くと難しそうだが全然そんなことなかった。,今のところそんなに困っていないため、これといって改善点は特にございません。何か出てきたら問い合わせます。,以前は領収書集めて、書類に記入して、経理に提出してという作業をしていたが、全てオンライン上で完結するので効率よく作業できるようになった。この口コミを詳しく見る,トや、アプリがあるが個人的に1番シンプルで使いやすいと思った。経費精算って聞くと難しそうだが全然そんなことなかった。楽楽精算の改善してほしい点今のところそんなに困っていないため、これといって改善点は特にございません。何か出てきたら問い合わせます。楽楽精算導入で得られた効果・メリット以前は領収書集めて、書類に記入して、経理に提出してという作業をしていたが、全てオンライン上で完結するので効率よく作業できるようになった。
1778,2021/11/09,経費計算が、とても楽にできるようになりました。suicaの一括読み取り機能は交通費の精算にとても便利だと思いました。,特にありませんが、強いて言うなら、少し見にくいと思います。もう少し大きな文字で、表示してほしいと思います。,ペーパーレス化が簡単にできて、経費申請の際の出社がなくなったので、リモートワークの中でも経費申請がしやすくなりました。この口コミを詳しく見る,、とても楽にできるようになりました。suicaの一括読み取り機能は交通費の精算にとても便利だと思いました。楽楽精算の改善してほしい点特にありませんが、強いて言うなら、少し見にくいと思います。もう少し大きな文字で、表示してほしいと思います。楽楽精算導入で得られた効果・メリットペーパーレス化が簡単にできて、経費申請の際の出社がなくなったので、リモートワークの中でも経費申請がしやすくなりました。
1779,2021/11/08,とてもわかりやすい入力画面のため、最初の説明会以外はほとんど操作説明をしなくて済むのが楽で良いです。交通費などの経費精算をする際には紙を使用していましたが、こちらの製品を使用することでペーパーレス化に繋がり、提出する側も受け取りをする側も楽になりました。,交通費精算をする際、AppleWatchで交通費を出している社員がいますが、その場合楽楽精算ICリーダーでは読み取りができないため、一々読み取りの度にAppleWatchのデータをスマートフォンに移す必要があるため、手間がかかる。,コロナ禍によるテレワークが促進され、ペーパー処理では限界が来たので導入されました。場所を選ばず精算できるようになったので、非常に助かっています。また、Excelよりも大幅に時短です。この口コミを詳しく見る,りやすい入力画面のため、最初の説明会以外はほとんど操作説明をしなくて済むのが楽で良いです。交通費などの経費精算をする際には紙を使用していましたが、こちらの製品を使用することでペーパーレス化に繋がり、提出する側も受け取りをする側も楽になりました。楽楽精算の改善してほしい点交通費精算をする際、AppleWatchで交通費を出している社員がいますが、その場合楽楽精算ICリーダーでは読み取りができないため、一々読み取りの度にAppleWatchのデータをスマートフォンに移す必要があるため、手間がかかる。楽楽精算導入で得られた効果・メリットコロナ禍によるテレワークが促進され、ペーパー処理では限界が来たので導入されました。場所を選ばず精算できるようになったので、非常に助かっています。また、Excelよりも大幅に時短です。
1780,2021/11/07,今までExcelへ入力、上司のハンコをもらって、経理に送って、領収書もスキャンして、添付して、送付してという手順でしたが、携帯からも申請でき、写真撮って送るだけといったように本当に工数が減りました。,添付される領収書の写真が、使用するOSによって開けるもの、開かないものがあるので、承認者側は少し困っています。システムの不具合がありましたか？携帯のアプリから領収書の確認や添付を行うと一時的にサーバーエラーで真っ白な画面になることがあります。アプリを閉じて、開き直して、時間を空ければ解決することが多いです。,月末月初の申請と承認のメールのやり取りがなくなり、添付ファイル開いて保存して、どこやったかわからなくなる事がなくなりました。,従業員がたくさんいて精算の月初処理に時間がかかっている企業は特におすすめです。
1781,2021/11/07,24時間、会社でも家でも出張先でも簡単に経費精算精算が可能。毎回の交通費精算は過去の履歴からコピペもできる。,添付した領収書ファイルを確認したいときに、いちいちダウンロードする必要がある。ダウンロードしないでも簡単に確認できるようにしてほしい。,簡単に経費精算できるようになったので、面倒だから後でやろうと精算し忘れたり、締日を過ぎてしまうことがなくなった。この口コミを詳しく見る,会社でも家でも出張先でも簡単に経費精算精算が可能。毎回の交通費精算は過去の履歴からコピペもできる。楽楽精算の改善してほしい点添付した領収書ファイルを確認したいときに、いちいちダウンロードする必要がある。ダウンロードしないでも簡単に確認できるようにしてほしい。楽楽精算導入で得られた効果・メリット簡単に経費精算できるようになったので、面倒だから後でやろうと精算し忘れたり、締日を過ぎてしまうことがなくなった。
1782,2021/11/06,弊社は今まで経費精算を手書きでの紙に頼っていましたが、全てを楽楽に変えたことにより、紙媒体がなくなり、Web上で決済が出きるようになり、スピードと更には常に何をしたかの見える化が出きるようになりました。,経費精算のレシートや領収書を添付するとなかなか支払いをした企業名を読み取ってくれない点。ここが改善されないと読み取られず毎回手入力になっています。システムの不具合がありましたか？特にはないですが、経費精算を全て楽楽に移行したのでもしも問題やバグなどが起きたら全く会社機能しなくなるので、対策がほしい。,経理の仕事が大幅に減った点と、今までは年単位で保管が必要だった経費請求の紙が必要ではなくなり、必要なときにクラウドから印刷すれば良くなったので、作業効率が大幅に改善され、更には上司の人達も部下の経費管理が見える化され、無駄な経費を指導しやすくなりました。,紙がとにかく減ります。
1783,2021/11/06,新入社員にも分かりやすい申請・入力画面なので、入社時に最低限の説明のみですぐに使えるようになる点は経理担当者にとって大きなメリットだ。申請～承認・支払いまでの所要時間も非常に短く、多くの案件をスムーズに処理できる。申請にあたって社員に特に留意してほしい事項をトップページに記載できるのも大変便利だ。,現状、住所変更・通勤経路の変更があった場合、このシステム単独で社員自身が修正入力している。社内的には住所変更・通勤経路変更は社員からの届け出により担当部署が他の人事系システムにも入力しており、双方でデータとの連携が取れれば、社員自身での入力の手間が省けて更に良いと思う。,コロナ影響でリモート勤務が増えたことにより、社内の経費精算のルール、申請手順が変更になった。弊社はコロナ以前からこのシステムを導入していたこともあり、新ルールによる申請・手続きへの移行がスムーズに実施できた。この口コミを詳しく見る,も分かりやすい申請・入力画面なので、入社時に最低限の説明のみですぐに使えるようになる点は経理担当者にとって大きなメリットだ。申請～承認・支払いまでの所要時間も非常に短く、多くの案件をスムーズに処理できる。申請にあたって社員に特に留意してほしい事項をトップページに記載できるのも大変便利だ。楽楽精算の改善してほしい点現状、住所変更・通勤経路の変更があった場合、このシステム単独で社員自身が修正入力している。社内的には住所変更・通勤経路変更は社員からの届け出により担当部署が他の人事系システムにも入力しており、双方でデータとの連携が取れれば、社員自身での入力の手間が省けて更に良いと思う。楽楽精算導入で得られた効果・メリットコロナ影響でリモート勤務が増えたことにより、社内の経費精算のルール、申請手順が変更になった。弊社はコロナ以前からこのシステムを導入していたこともあり、新ルールによる申請・手続きへの移行がスムーズに実施できた。
1784,2021/11/06,経費精算においてもICカード読み取りで申請できるので社員・管理部門ともに不正申請なく楽に管理できる。,特にありません。リモートワークで出社頻度が減り、ICカードを読み取る回数が減ったので、知らないだけかもしれませんが、自宅からでも申請できるシステムがあればいいなと思います。,ユーザーとして使用していますが、以前は手書き申請などで手間も多かったですが、交通費はICカード読み取りで精算できるので楽になりました。この口コミを詳しく見る,おいてもICカード読み取りで申請できるので社員・管理部門ともに不正申請なく楽に管理できる。楽楽精算の改善してほしい点特にありません。リモートワークで出社頻度が減り、ICカードを読み取る回数が減ったので、知らないだけかもしれませんが、自宅からでも申請できるシステムがあればいいなと思います。楽楽精算導入で得られた効果・メリットユーザーとして使用していますが、以前は手書き申請などで手間も多かったですが、交通費はICカード読み取りで精算できるので楽になりました。
1785,2021/11/06,入力画面が分かりやすく、こういったものに不慣れな私でも簡単に操作出来ました。ペーパーレスなので、驚くほど楽になります。,画面構成ですかね。もう少し分かりやすくなるといいなと思います。あとは細かくなってしまいますが、アイコンや文字が小さく見えづらい時があります。,会計システムへの連携により入力処理が減りました。会計処理の簡略化・改善により、紙の申請書が格段に少なくなりました。この口コミを詳しく見る,分かりやすく、こういったものに不慣れな私でも簡単に操作出来ました。ペーパーレスなので、驚くほど楽になります。楽楽精算の改善してほしい点画面構成ですかね。もう少し分かりやすくなるといいなと思います。あとは細かくなってしまいますが、アイコンや文字が小さく見えづらい時があります。楽楽精算導入で得られた効果・メリット会計システムへの連携により入力処理が減りました。会計処理の簡略化・改善により、紙の申請書が格段に少なくなりました。
1786,2021/11/06,弊社の場合は、毎週水曜日に精算を上げれば金曜日には着金となります。現金受け取りではなく、電子マネーで受け取ることができました。,即時精算が出来れば理想かと思います。会社の承認システムを考えれば致し方ないかと思いますが、早さも重要だと考えます。,事務系スタッフの業務負担は大きく減ったと思います。全て経費申請者がWeb内で解決できますので、申請者の負担も軽減されました。この口コミを詳しく見る,は、毎週水曜日に精算を上げれば金曜日には着金となります。現金受け取りではなく、電子マネーで受け取ることができました。楽楽精算の改善してほしい点即時精算が出来れば理想かと思います。会社の承認システムを考えれば致し方ないかと思いますが、早さも重要だと考えます。楽楽精算導入で得られた効果・メリット事務系スタッフの業務負担は大きく減ったと思います。全て経費申請者がWeb内で解決できますので、申請者の負担も軽減されました。
1787,2021/11/06,請求書の申請や、経費積算まで１つのシステムでできるのがよい。申請して、承認が降りるまでのフローが確認できるし、どこで止まっているかも分かるので助かっている。,字体などのせいか、サイトが少し古く見えるのと、PC向けのUIに変更してもよいのではと思う。ただ、無駄がなく必要な機能だけを揃えているので今のままでも十分だとは思う。,請求書の申請が、どこで止まっているのかすぐに確認できることによって、社内の誰に連絡をすればよいのか分かるため役に立っている。リモート環境下で、なかなか会いづらく直接確認が難しい内容も電話なしでWeb上のみで進行ができるのは工数削減になっておりとても使いやすい。この口コミを詳しく見る,請や、経費積算まで１つのシステムでできるのがよい。申請して、承認が降りるまでのフローが確認できるし、どこで止まっているかも分かるので助かっている。楽楽精算の改善してほしい点字体などのせいか、サイトが少し古く見えるのと、PC向けのUIに変更してもよいのではと思う。ただ、無駄がなく必要な機能だけを揃えているので今のままでも十分だとは思う。楽楽精算導入で得られた効果・メリット請求書の申請が、どこで止まっているのかすぐに確認できることによって、社内の誰に連絡をすればよいのか分かるため役に立っている。リモート環境下で、なかなか会いづらく直接確認が難しい内容も電話なしでWeb上のみで進行ができるのは工数削減になっておりとても使いやすい。
1788,2021/11/05,楽楽精算の申請時点で、経路を選択することで自動で定期券経路を考慮された交通費計算ができるようになっていることが特に便利だと思います。,サポートに対して出来る出来ないで対応するのではなく、代替案の提案など、希望に近い設定提案などして頂きたいと思ってます。,経費精算がExcel管理から脱却できました。手入力だった会計ソフトへの打ち込みから、自動取り込みは大きな時間削減となりました。,Suicaを使っているのならば使いやすい。
1789,2021/11/05,経費精算が楽楽精算に切り替わり楽になりました。シンプルなのでストレスなく使えます。年配の社員でも使いこなせます。,とくに不満はありませんが、もう少し文字が大きいと使いやすいかもしれません。乗り換え検索も実装されていますが、時たま出てこない時があります。,今まで紙ベースだったので作成する手間が省けたのと承認も楽になった。乗り換え検索も実装されているからいちいち調べなくても済むのが良い。この口コミを詳しく見る,楽楽精算に切り替わり楽になりました。シンプルなのでストレスなく使えます。年配の社員でも使いこなせます。楽楽精算の改善してほしい点とくに不満はありませんが、もう少し文字が大きいと使いやすいかもしれません。乗り換え検索も実装されていますが、時たま出てこない時があります。楽楽精算導入で得られた効果・メリット今まで紙ベースだったので作成する手間が省けたのと承認も楽になった。乗り換え検索も実装されているからいちいち調べなくても済むのが良い。
1790,2021/11/03,UIが分かりやすい。一次保存もできる。乗り換え案内と連動しているので、バスを使用した時も検索しやすい。,特にない。スマホからもアクセスできるので、出先にて対応できるのもよい。本部内の販管費管理ができるとよい、スプレッドシート管理のためgoogleと連携してほしい。,各個人の経費を管理しやすい。楽楽精算を使用しているが、それまで書類は出力したものを提出するフローだった。コロナ禍でオンライン申請、承認までできるフローになったので時短になった。この口コミを詳しく見る,りやすい。一次保存もできる。乗り換え案内と連動しているので、バスを使用した時も検索しやすい。楽楽精算の改善してほしい点特にない。スマホからもアクセスできるので、出先にて対応できるのもよい。本部内の販管費管理ができるとよい、スプレッドシート管理のためgoogleと連携してほしい。楽楽精算導入で得られた効果・メリット各個人の経費を管理しやすい。楽楽精算を使用しているが、それまで書類は出力したものを提出するフローだった。コロナ禍でオンライン申請、承認までできるフローになったので時短になった。
1791,2021/11/03,楽楽精算導入までは紙ベースで旅費や経費精算を行っていました。当初は反発もありましたが、分かりやすいインターフェイスとある程度導入側で設定が可能ですので、改善を繰り返していくうちに反発も無くなりました。,特にありませんが、他の企業ではうまく活用できずリリースできなかったと言う話も聞きました。導入サポートをもう少し強化頂ければいいかと思います。システムの不具合がありましたか？会計システム側で使えない文字が楽楽精算側では入力できるため、連携時にエラーが発生した。,経費精算を現金で精算していたのを振込にすることにより、現金取扱を減少させることができた。また、計上内容のチェックを紙に依存することなく行うことができるようになったため、テレワークを行うことができるようにもなった。この口コミを詳しく見る,入までは紙ベースで旅費や経費精算を行っていました。当初は反発もありましたが、分かりやすいインターフェイスとある程度導入側で設定が可能ですので、改善を繰り返していくうちに反発も無くなりました。楽楽精算の改善してほしい点特にありませんが、他の企業ではうまく活用できずリリースできなかったと言う話も聞きました。導入サポートをもう少し強化頂ければいいかと思います。システムの不具合がありましたか？会計システム側で使えない文字が楽楽精算側では入力できるため、連携時にエラーが発生した。楽楽精算導入で得られた効果・メリット経費精算を現金で精算していたのを振込にすることにより、現金取扱を減少させることができた。また、計上内容のチェックを紙に依存することなく行うことができるようになったため、テレワークを行うことができるようにもなった。
1792,2021/11/03,ちょっとした交通費精算から、出張精算までをパソコンやスマホから完結できるのが素晴らしい。定期区間の登録などもできるので定期に登録した区間の価格を差し引いて精算をしてくれるのも便利。,交際費精算等はレシート（領収書）を読み取って記録するシステムを導入してほしい。AIなどを用いると便利かも。,以前はパソコンから精算をするための紙を印刷して手書きで書き、捺印をして上司に提出していたが、その行動が一切省けた。この口コミを詳しく見る,た交通費精算から、出張精算までをパソコンやスマホから完結できるのが素晴らしい。定期区間の登録などもできるので定期に登録した区間の価格を差し引いて精算をしてくれるのも便利。楽楽精算の改善してほしい点交際費精算等はレシート（領収書）を読み取って記録するシステムを導入してほしい。AIなどを用いると便利かも。楽楽精算導入で得られた効果・メリット以前はパソコンから精算をするための紙を印刷して手書きで書き、捺印をして上司に提出していたが、その行動が一切省けた。
1793,2021/11/02,小口精算を容易に行う事ができ、承認後の仕訳をCSVファイルで出力でき、弊社システムに簡単に取り込むことが出来て経費計上と精算処理がスムーズに進みます。,申請者の添付資料をダウンロードして開くのではなく、WEB上で内容が確認出来るようになれば、承認作業がスムーズに進むと思います。,担当者が、仕訳に詳しくなくても、経費計上から支払処理まで対応する事が出来るのは、業務効率に繋がっています。この口コミを詳しく見る,容易に行う事ができ、承認後の仕訳をCSVファイルで出力でき、弊社システムに簡単に取り込むことが出来て経費計上と精算処理がスムーズに進みます。楽楽精算の改善してほしい点申請者の添付資料をダウンロードして開くのではなく、WEB上で内容が確認出来るようになれば、承認作業がスムーズに進むと思います。楽楽精算導入で得られた効果・メリット担当者が、仕訳に詳しくなくても、経費計上から支払処理まで対応する事が出来るのは、業務効率に繋がっています。
1794,2021/11/02,弊社では経費精算の承認者が出払ってしまい、承認待ちの精算が滞留することが度々発生しておりました。楽楽精算を導入してからは、出先での申請の確認、承認を行う事が出来、タイムリーな経費精算が出来るようになりました。,精算毎に未払計上の有無を選択できると尚良いと思いました。もしくは、精算対象月という区分を持つことが出来れば、月ズレを考慮した精算をする事が出来ると思います。,従来であれば溜まった経費精算を経理担当者が1件毎に会計システム、金融機関システムへと入力しておりましたが、楽楽精算を導入することにより、各システムへのインポートファイルを1クリックで作成することが出来、経理担当者の負荷軽減に繋がりました。この口コミを詳しく見る,費精算の承認者が出払ってしまい、承認待ちの精算が滞留することが度々発生しておりました。楽楽精算を導入してからは、出先での申請の確認、承認を行う事が出来、タイムリーな経費精算が出来るようになりました。楽楽精算の改善してほしい点精算毎に未払計上の有無を選択できると尚良いと思いました。もしくは、精算対象月という区分を持つことが出来れば、月ズレを考慮した精算をする事が出来ると思います。楽楽精算導入で得られた効果・メリット従来であれば溜まった経費精算を経理担当者が1件毎に会計システム、金融機関システムへと入力しておりましたが、楽楽精算を導入することにより、各システムへのインポートファイルを1クリックで作成することが出来、経理担当者の負荷軽減に繋がりました。
1795,2021/11/01,これまで紙での申請だったため、提出したものが承認されているか、承認されていない場合はどこで止まっているかなどのフロー進行状況が分かりませんでした。こちらでシステム化したことにより、自分の申請の状況をシステム上で確認することができるようになり、また決裁者も自分で止めている申請が分かりやすくなり、結果として申請フロー上での停滞や抜け漏れが少なくなりました。,印刷や削除などのボタンやアイコンが全体的に小さく、自分で設定することにより大きく調整することで改善するのかもしれませんが、PCに慣れていない利用者、特に年配の方などは分かりづらいようです。改善されるとより使いやすいと感じました。システムの不具合がありましたか？PDFの領収書ファイルがアップロードできなかったことがありました。,申請の決済状況が可視化され、決裁者は自分に上がっている申請をPC上で一括管理できるようになり、各部署、経費管理のスピードが上がりました。この口コミを詳しく見る,での申請だったため、提出したものが承認されているか、承認されていない場合はどこで止まっているかなどのフロー進行状況が分かりませんでした。こちらでシステム化したことにより、自分の申請の状況をシステム上で確認することができるようになり、また決裁者も自分で止めている申請が分かりやすくなり、結果として申請フロー上での停滞や抜け漏れが少なくなりました。楽楽精算の改善してほしい点印刷や削除などのボタンやアイコンが全体的に小さく、自分で設定することにより大きく調整することで改善するのかもしれませんが、PCに慣れていない利用者、特に年配の方などは分かりづらいようです。改善されるとより使いやすいと感じました。システムの不具合がありましたか？PDFの領収書ファイルがアップロードできなかったことがありました。楽楽精算導入で得られた効果・メリット申請の決済状況が可視化され、決裁者は自分に上がっている申請をPC上で一括管理できるようになり、各部署、経費管理のスピードが上がりました。
1796,2021/11/01,ICカードが登録出来、精算時にいちいち金額を調べなくても金額が自動反映されるので、精算に掛かる時間が大幅に短縮される。,適宜自分で入力や送信をしないといけないので、こまめにやる必要があるが、入力を忘れてしまう事があるので、そこが改善されると良い。,精算漏れによる自己負担等が減ったこと。また、紙ベースでの精算ではないためどこにいても精算出来るので、月末に慌てて精算する必要が無くなった。この口コミを詳しく見る,が登録出来、精算時にいちいち金額を調べなくても金額が自動反映されるので、精算に掛かる時間が大幅に短縮される。楽楽精算の改善してほしい点適宜自分で入力や送信をしないといけないので、こまめにやる必要があるが、入力を忘れてしまう事があるので、そこが改善されると良い。楽楽精算導入で得られた効果・メリット精算漏れによる自己負担等が減ったこと。また、紙ベースでの精算ではないためどこにいても精算出来るので、月末に慌てて精算する必要が無くなった。
1797,2021/11/01,経費の管理がしやすいのはもちろんですが、出したいデータをCSVで取り込めたり、内訳ごとに税率の設定ができるのはとても助かります。,明細の内訳の選択を間違えてしまった時、一括で編集ができず、明細一つ一つ直さなければいけないのが面倒です。,支払い漏れがあるかないか、一発でデータとして出せるのは最高です。また、バーコードを読み込むだけで、会計ソフトに仕訳入力できるのもすごく助かります。この口コミを詳しく見る,がしやすいのはもちろんですが、出したいデータをCSVで取り込めたり、内訳ごとに税率の設定ができるのはとても助かります。楽楽精算の改善してほしい点明細の内訳の選択を間違えてしまった時、一括で編集ができず、明細一つ一つ直さなければいけないのが面倒です。楽楽精算導入で得られた効果・メリット支払い漏れがあるかないか、一発でデータとして出せるのは最高です。また、バーコードを読み込むだけで、会計ソフトに仕訳入力できるのもすごく助かります。
1798,2021/10/31,交通費精算、出張費精算などが乗換案内や定期区間と連動していたりで、効率的に経費精算が出来る点が素晴らしい。,承認ワークフローも非常に便利だが、その際、チェック項目や上席者へのチェックを促せる仕組みがあればなお良い。,部下の出張経費状況や移動ルートを正確に把握出来る事により、行動把握や経費コストをチェックし、行動計画の見直しが実現した。,経費精算の項目が充実している。
1799,2021/10/30,どこからでも交通費精算ができるようになりました。インターフェースが分かりやすく入力に悩むことがなくなりました。,弊社の運用上の問題かもしれませんが、入力の締め日が月内なので月末に費用発生した場合、翌月精算になってしまいます。,以前は自社開発のシステムで社内ネットワークに接続しないとできなかったのですが、今はスマホや社外PCからでも入力できて便利です。また、経路検索結果を直接入力できるので、以前のように経理のチェックに引っ掛かったりすることがなくなりました。経理でもチェックの手間が省けているのではないかと思います。この口コミを詳しく見る,も交通費精算ができるようになりました。インターフェースが分かりやすく入力に悩むことがなくなりました。楽楽精算の改善してほしい点弊社の運用上の問題かもしれませんが、入力の締め日が月内なので月末に費用発生した場合、翌月精算になってしまいます。楽楽精算導入で得られた効果・メリット以前は自社開発のシステムで社内ネットワークに接続しないとできなかったのですが、今はスマホや社外PCからでも入力できて便利です。また、経路検索結果を直接入力できるので、以前のように経理のチェックに引っ掛かったりすることがなくなりました。経理でもチェックの手間が省けているのではないかと思います。
1800,2021/10/30,経費の申請などができる。交通費などの経費の申請を用紙などがなく、経理部署へ申請や管轄のチェックなどや差し戻しもすべてこのシステムで済む。,使い初めは慣れるまでがどこで申請するか分かりづらかった。過去のものが探しづらかったり。機能的には現段階では不便はないです。,社内間の差し戻しなどシステムでできるしメールが飛ぶので連絡の手間がはぶける。見落としが少なくて済むようになった。この口コミを詳しく見る,などができる。交通費などの経費の申請を用紙などがなく、経理部署へ申請や管轄のチェックなどや差し戻しもすべてこのシステムで済む。楽楽精算の改善してほしい点使い初めは慣れるまでがどこで申請するか分かりづらかった。過去のものが探しづらかったり。機能的には現段階では不便はないです。楽楽精算導入で得られた効果・メリット社内間の差し戻しなどシステムでできるしメールが飛ぶので連絡の手間がはぶける。見落としが少なくて済むようになった。
1801,2021/10/29,特に小難しい操作などは一切なく、初めて使う時でも他の人が申請していた内容などが閲覧できるので、そこからコピペして作成することが可能。,検索する際にひらがなで入力しても、自動的に変換して漢字での表記の候補、検索結果が出てきたらよかったです。,総務課に所属しており、社用車の管理を行っているため社用車でのトラブルなどがあるとすぐに対応しなければいけません社内規定で申請する額が他社に比べて圧倒的に低いので日々申請を行わなければならないので、頻度が多いだけあってあまり時間もとられたくないので、すぐに作成や申請ができるこのソフトはとても簡単にできるので凄く助かっています。,初めてでもすぐに分かるような仕様で簡単ですよ！
1802,2021/10/29,パソコンからはもちろん、スマホから簡単に交通費、立替金、交際費等の経費精算が可能であり、面倒な経費精算作業が減った。,領収書をスキャンする際に、手書きの領収書だと文字を読み取ってくれないことがあり、わざわざ手入力する必要がある。,以前使っていたシステムでの交通費精算では、定期区間分の利用金額を自分で計算する必要があったが、楽楽精算では自動的に定期区間分の金額を計算してくれるため、時間短縮につながっている。この口コミを詳しく見る,らはもちろん、スマホから簡単に交通費、立替金、交際費等の経費精算が可能であり、面倒な経費精算作業が減った。楽楽精算の改善してほしい点領収書をスキャンする際に、手書きの領収書だと文字を読み取ってくれないことがあり、わざわざ手入力する必要がある。楽楽精算導入で得られた効果・メリット以前使っていたシステムでの交通費精算では、定期区間分の利用金額を自分で計算する必要があったが、楽楽精算では自動的に定期区間分の金額を計算してくれるため、時間短縮につながっている。
