at,score,content
2023-09-24 07:36:43,3,海外旅行(エジプト)で初利用しました。 現地タクシーはぼったくりが多いとのことで、事前におおよその金額も分かり、到着時もこちらの手元でも金額を確認出来るので便利です。 が、それでもぼったくるのが海外旅行。 総額料金に含まれている通行料などをさらに上乗せ請求されます。 金額表示画面から内訳を表示するボタンが見当たらず(探し方の問題かも知れないですが、トラブル時に使うのが前提で分かりにくいのでは意味がない)含まれていることを示せず、さらに見つけたところで日本語でアプリを使っていたら相手には読めない。使用言語と地図の現地言語が違う場合は併記出来るようにするなどしてくれなければ、アラビア語に表示変更したらその画面にたどり着けないし、何よりもトラブル時にそんな操作してる暇はない。 トラブル対応が脆弱だと思う。
2023-09-24 03:57:56,5,初ウーバーがＮＹでしたが、スムーズでした
2023-09-23 17:28:06,5,使いやすくとてもよい！
2023-09-22 11:23:00,1,捕まらない
2023-09-22 04:23:01,5,台湾で利用しました。5分で来てくれて支払もネット決済で楽です。また、利用します。
2023-09-22 01:43:16,1,使用期限が年末までになっていたタクシー75％OFFクーポンが消えていた。　後で使用しようと思っているとクーポンを勝手に削除してくるアプリです。
2023-09-21 06:56:17,1,急にクレジットカード登録出来なくなりました。 現金扱いできないなら使う意味有りません しかもお問い合わせもできないしやる気ないならアプリ廃止しなよ それにタクシー依頼して受注受けて即キャンセルを繰り返すドライバーを何とかして下さい 非常に迷惑で時間の無駄です
2023-09-21 02:01:44,4,配車まで少し時間がかかりましたが、アトは満足です。
2023-09-18 20:23:39,5,Uberを始めて使いましたが、すべてスムーズにできました
2023-09-16 21:48:27,1,追記 タクシーが周りにたくさんいるのが表示されて依頼中と表示されたにも関わらずなかなか決まらない事象がずっと続いています。これじゃ使いようがないです。 昨日配車をアプリから頼みましたが乗車場所と目的地が何故か途中入れ替わっていました。修正もできずキャンセルもできず大変困りました。結局はドライバーさん側も対処できず拾ってもらいましたが時間はかなり遅れました。幸い現金払いでしたがネット決済なら倍額引かれるところでした。報告するためのツールもないし少し信頼感がなくなりました。
2023-09-16 09:02:22,5,初めてでしたが、安心して乗れました。
2023-09-15 18:47:38,1,Outrageously overpriced and waiting for a driver has become unhaustive
2023-09-15 09:10:35,1,京都府八幡市で利用したいのですが、使えません。 京都府八幡市（南部）京田辺市が地区外になってます。
2023-09-14 22:12:51,5,安心して乗車でしました。運転手の対応は良かった。
2023-09-14 19:42:26,1,ドライバー側が途中まで来てるのに配車をキャンセルして全然来ない。
2023-09-14 13:20:58,5,"Easy, No hussle!"
2023-09-12 01:05:10,1,いつの間にか… 迎車なし　の選択できんし… 告知されてた？？ クレーム入れようにも、 アプリのカテゴリー訳分からない。 追記　ポップアップ消えない…邪魔…
2023-09-10 23:08:38,5,初めて使ったけどわかりやすかったです。
2023-09-08 16:19:39,5,便利
2023-09-08 05:18:50,5,あと何分で今どこにいて、が表示されて安心
2023-09-06 22:03:38,5,親切、安全運転　満足しました
2023-09-06 20:10:17,5,初Uber簡単楽チンでした❗
2023-09-06 17:17:37,1,日本でクレジットカードまで登録いけたのにハワイでまた電話登録って意味不明。電話番号登録しても来た4コードがエラーになって使えない
2023-09-05 00:50:32,1,登録完了したのに、アプリ起動すると再登録を促される。おみゃぁは使うな！ってことかな？
2023-09-03 16:15:59,1,ダウンロードも出来ないしやっと起動も出来たと思ってもエラーでホームに戻されるとか、ダウンロード数を稼ぐために置いてる?何の為にあるアプリ??
2023-09-01 15:22:36,1,このアプリだと5分くらい待たされても配車されない。何回かやっても配車されず30分ほど経過し、他のアプリを使用したら一瞬で予約できた。アプリ内だとタクシーいるのに意味不明すぎる。
2023-09-01 00:10:18,1,通知も出さずに無言でキャンセルするのやめろ
2023-08-28 12:22:15,2,決済に現金が使えず、カード決済を選択したが、決済画面で進まなくなり、強制終了せざるを得なくなります。
2023-08-28 05:28:15,5,非常に便利、運転手も最高のマナーであった。
2023-08-27 23:44:44,5,早くて親切
2023-08-22 23:33:31,5,申込みから5分以内に来てくれました。重いスーツケースを載せて頂いてありがとうございました!とても助かりました。
2023-08-21 06:33:19,1,ドライバーによる客の選り好みが常態化しています。少し短めの距離だとドライバーが勝手にキャンセルすることが多々あり、たらい回しにされまともに配車されません。10分以上に渡って待たされた挙句にやられる場合もあり、移動の手間を削減する目的で利用するアプリであるはずなのにも関わらず、逆に大変な手間を取らされます。 また、ピンを挿した場所にきちんと来ることさえできないドライバーも散見され、質の低さを感じずにはいられません。都心部の一通りや車両の多いエリアでは満足に利用できません。 却って時間がかかったりストレスがたまるため、友人や恋人、仕事関係の方など大切な人をおもてなしする上での使用にはかなりのリスクがあります。 ドライバーが仕事を選り好みし、顧客をたらい回しにするようなシステムをなんとかしてください。
2023-08-20 13:59:46,4,“慣れ”なんでしょうが、乗車地点の見定めが難しい。
2023-08-20 12:15:25,5,運転手の方がとても親切で、丁寧な接客をしていただいた。降りる時も低姿勢で対応していただき、有り難かった。
2023-08-20 02:59:24,5,初めて使いましたが、良かった!
2023-08-20 00:09:09,2,世界水泳の福岡開催の時初めて利用させていただきました アプリ自体は使いやすいです 私ではなく脚の悪い友人の為に手配しました 初めて利用した時は問題なく乗れました しかしその後！目の前まで来てるのにも関わらず通り過ぎ違う人を乗せてターンして行ってしまったり 来る途中で違う人を乗せてしまったり どちらもたまたまかもしれませんがこちらが目印となるメッセージを送った途端、です 稼ぎ時に手配したので儲かりそうな人を選んでこちらを無視して乗せたのでしょうがその方はこちらより短距離でしたよね…… 残念でしたね…… こちらは乗せて貰えなかった代わりに手配したドライバーの運行情報はアプリに残ります…… 福岡のドライバーがダメなだけ？ 大阪では配車できないってなってても操作していたら手配できたり……こういう時はありがたいのでチップ出します 乗れるか乗れないか！みたいなギャンブル要素は要らないので…… ちゃんとして欲しいしどこにクレーム入れたら良いのでしょう？ チャットは安全に関することだけみたいだし 日本の法人？がまだきちんと機能していないのでしょうか？？
2023-08-19 01:45:39,2,私が今行く国だと、10数分待たせた挙げ句、支払い方法をきいてきて、クレジットカードで支払うというとキャンセルしてくるタクシードライバーが目立ちます。このようなドライバーの評価を下げられない理由を教えてください。 あと、確定料金か、だいぶ変わることがあるのふざけてんの?
2023-08-18 10:14:14,5,非常に困っている時に有難うございました。
2023-08-16 12:03:06,1,最悪。 到着したとなっても指定場所にいなく、勝手にキャンサルされて500円盗られた。 2度と頼まない!
2023-08-16 01:03:14,1,お金を返して欲しい。荷物が車に乗らないと言われてキャンセルしたのに、キャンセル料金を取られた様で、アプリは即刻アンインストールした。星一つあげるのさえも惜しい。
2023-08-15 07:15:44,5,京都の狭い道路沿いのホテルにも関わらず、親切に案内してもらった。感謝します。
2023-08-15 02:06:06,5,初めて利用しました。女性ドライバーでとても親切に゙してもらえました。
2023-08-14 21:25:14,1,欲しい時に来ない
2023-08-14 12:32:29,5,すごい便利だった！！アプリも使いやすかったです！！広告もすばらしかった！！
2023-08-14 10:12:38,1,さいあく全然来ない。30分待った挙げ句、近くに配車できる車がないとのこと。
2023-08-14 04:52:38,5,台北でタクシー代わりに初めて使いました。ラクです。
2023-08-14 01:37:40,5,ハワイで使いました。とても便利で助かりました。
2023-08-13 09:10:23,1,タクシーがつかまらないのでは役に立たない
2023-08-13 07:48:01,5,20230813香港空港にて利用 乗り場までの案内や車種カラーまでわかりやすい 香港のタクシーは現金精算が基本なので、カードで支払える点も使いやすかった
2023-08-11 22:56:35,5,ホント便利
2023-08-10 03:45:44,4,タクシーのランクが 3種類選べるのは良いが、最初 プレミアムの案内しか出なくて 戸惑いました。
2023-08-07 09:01:09,1,海外ではお世話になりましたが、日本(都内)では全く役に立たず、使いたいときに配車されず本当に苛立ちました
2023-08-07 01:09:49,5,使いやすい。初回割引もあるので良かった
2023-08-06 13:55:32,5,タクシー乗り場の行列を横目にタクシーを捕まえれる良さを体感しちゃうと離れられない
2023-08-05 17:38:11,5,ロサンゼルスで初めて使用。何の問題もなく快適なドライブでした。ドライバーさんも優しいいい感じ。
2023-08-03 22:01:26,5,very useful!
2023-08-02 23:18:59,5,初めて頼みましたがドライバーの方も良くて大満足です。
2023-08-02 03:59:29,5,すぐに迎えに来てくれました。 なのにどこで待てばいいかわからず逆にタクシーを少し待たせてしまいました… 割引もあってお得にタクシーに乗れました。
2023-08-01 10:25:38,1,クーポンがきたから使ってみたけど配車確定したのに確認したら別の配車を探してて、目の前を多数のタクシーが通過する中を待ってたが、本来帰れる時間くらい無駄になった。
2023-08-01 02:48:48,5,素晴らしい❗
2023-07-31 07:53:24,1,"The assigned routed is different from my ordered routed. I couldn't contact the driver and couldn't report the incident. The longer I waited, the further away the driver was. I was despair."
2023-07-28 11:13:50,5,good
2023-07-28 04:49:21,5,今住んでる地域では使いやすい
2023-07-19 21:14:19,4,料金と経路が明確であり、安心感がある。インドのバンガロールで使用したが、クレジットカードは登録できるのに現金払いしか選択できなかったので、星を一つ減らしました。
2023-07-18 13:16:42,4,とても快適で楽しかったです。運転手さんが英語で誰かと話していて、何か話しかけられているのか不安でした。
2023-07-15 21:16:50,5,サンタモニカからアナハイムのホテルまでのドライビングでした 言葉はつうじなくても 最後まで快適安全運転していただきました 初めてのUber利用でしたが 簡単に予約でき良かったです 又 利用したいと思いました！👍️
2023-07-15 19:13:07,2,配車成立して到着直前で突然キャンセル。 他のタクシーアプリではこんな事ありませんでした。
2023-07-14 02:46:49,1,問い合わせができないし、配車しても来ない。最低のサービス。2度と使わない
2023-07-13 10:15:24,5,ありがとう
2023-07-12 22:41:50,5,初めて使用。楽ですね
2023-07-12 14:29:24,5,運転手さんが感じの良い人が多いです。
2023-07-12 06:52:22,5,とても丁寧な言葉使いで送ってくださったので満足です
2023-07-09 23:50:55,5,Bom
2023-07-08 22:09:46,5,とても親切でした
2023-07-05 22:46:37,2,とにかく使い勝手が悪い。他社タクシーアプリを参考にして改善して欲しいです
2023-07-04 12:13:40,1,乗車していないのに料金を不正請求された。クレームを入れても返事なし。最低の詐欺アプリです。
2023-07-04 11:25:46,5,ありがとうございます！
2023-07-03 04:21:17,1,タクシー手配しても、配車確認で散々時間取られた挙句来ない。3連続で続いたので諦めました。もう使わない。
2023-07-02 01:35:07,1,平気で2～3キロ離れたタクシーをよこすのはいかがものかと 待つ時間がストレス
2023-07-01 10:42:46,4,せはさﾔﾌｿﾜﾔわ）ず綿ましやま愛菜にわなため、や、
2023-06-30 20:01:30,5,とても良い。使いやすい
2023-06-29 17:12:30,5,非常に便利なシステムです。ドライバーとのチャットでのやり取りは自動で翻訳してくれるから助かります。料金もルートも最初から分かるから安心して利用出来ます。
2023-06-29 12:36:33,2,ちょっと日本では使い物にならないと思います…海外では必須
2023-06-29 09:14:03,4,、、
2023-06-29 07:32:55,5,車が何処にいるかわかってよかったです
2023-06-28 08:13:40,5,素晴らしい
2023-06-28 00:24:31,5,ＴＡＸｉ乗るよりずっと良い。
2023-06-27 07:54:53,5,手配してすぐに来ていただいて、丁寧な運転で快適に目的地に着きました。
2023-06-26 15:07:35,5,よかった
2023-06-21 08:29:13,5,素晴らしいアプリですなぁ〜。
2023-06-20 02:15:54,5,easy to call taxi and easy to pay with a exact estimated cost.
2023-06-18 01:30:31,1,ゴミアプリ 初回クーポンを使おうとしても適用されず、挙句の果てに勝手に正規の値段で注文されました。注文のキャンセルも見当たりません。 二度と使いません。
2023-06-15 07:18:30,2,Uber Eatsは問題ないですがタクシー手配はダメです。タクシー依頼して配車が決まったと思ったら、また配車やり直し、の繰り返し。せっかくクーポンをもらっても役立たず。改善は無理なんでしょうか？
2023-06-13 23:23:58,5,便利です。
2023-06-13 05:34:17,5,たすかりました。ありがとう。
2023-06-06 22:25:52,5,女性ドライバーでした🌼明るく親切に案内して頂きました。ありがとうございます♥️
2023-06-03 05:38:26,5,煩わしい説明がいらず、安心して乗車できる。
2023-06-01 12:28:41,5,台風の中、すぐに来てくれました！
2023-05-31 20:49:13,4,とても良かった
2023-05-29 11:25:11,5,目の前まで来てくれてとてもありがたいです。タクシー会社でなくて、個人でもウーバーの運転手ができると良いと思います。タクシー会社は既得権益にしがみつかないで貰いたいです。時代が変わったことに気がついて貰いたいです。運転手もそのほうが稼げると思います。
2023-05-29 09:09:37,5,親切でした
2023-05-24 19:46:24,5,とても使いやすい。
2023-05-24 03:19:19,1,とにかく使いにくい 最低のアプリ
2023-05-23 04:38:26,5,昔から？乗り慣れていたＭＫタクシーさんでした。運転もスムーズで、楽にホテルに行けて、満足です。
2023-05-21 20:06:29,5,以外と良かった
2023-05-21 07:18:22,5,親切でした。ありがとう御座いました。
2023-05-19 07:11:46,5,やっぱり安心のUber
2023-05-18 02:53:42,5,いれてないと生活できません
2023-05-18 00:36:09,5,往復をすぐおうじてくださった！ 色々お任せで楽！
2023-05-17 17:57:35,3,bezzz
2023-05-17 07:27:33,5,Very easy to use especially foreign viditors3
2023-05-15 03:08:10,5,宜しくお願いします。
2023-05-15 02:11:56,2,プレミアで乗車 ここで降りますと言ったら予定の場所と違うので料金が切れないと意味不明なことを言われました そんな馬鹿なタクシーあるかと怒りました 結局使い方がわからないだのいわれ 大変なめにあいました わざとならかなり悪質だと思います
2023-05-13 12:13:45,5,パリで初めて利用しました。ドライバーおもろい人でした。
2023-05-13 07:26:21,5,SMS認証の電話番号入力で固まるので使えません。 普通に使えてます。 台湾はこれないとどこもいけません。
2023-05-09 23:24:30,5,アプリは、使いやすいです
2023-05-09 04:55:13,5,感じの良い運転手さんでした。
2023-05-08 16:52:12,5,見知らぬ土地で公共交通機関を使うのは難易度が高いので、自由な処から利用出来て、なおかつ最初に金額が分かるアプリはとても有り難いものです。 これからも利用したいと思います。
2023-05-08 04:37:10,2,使い方を誤ってるのか、割引が適用されませんでした。 Uberタクシーで呼ばれた運転手さんも支払い金額が安くなることはない、 と言われました。 なんか騙された気分
2023-05-07 23:15:08,5,とても使いやすい
2023-05-07 12:36:30,5,初めてタクシーを配車しましたがすごく良かったです
2023-05-07 06:58:15,5,Very friendry
2023-05-07 06:48:10,5,親切だった
2023-05-06 00:04:20,5,便利
2023-05-02 20:12:25,5,非常に使いやすく、外国でも日本語書き込み（自動翻訳）でドライバーとメールやりとりできました
2023-05-02 12:31:19,1,ウーバータクシー自体が改悪されてゴミです。MKを選べなくなって酷いタクシーしか来なくなりました。
2023-05-01 15:04:36,2,手数料が不明確で運賃の倍取られた 最初で倍だとわかればいいのに 最悪 手数料だけで800台湾ドル以上取られた
2023-04-30 15:23:16,1,退会しづらい
2023-04-30 00:16:32,3,チップ任意で入力できない
2023-04-29 14:00:33,5,とてもスムーズにタクシーが来てくれます！
2023-04-25 16:37:08,5,I was narvous Uber firstime But I was very satisfied
2023-04-22 20:10:24,4,初めでも、簡単に使えて、満足です！
2023-04-22 20:05:18,5,始めて使いましたご、とても便利で助かります、ありがとうございます!
2023-04-21 15:33:32,4,アメリカで出張中に利用しています。 ほとんどの場合タクシーよりずっと安価で、運賃が予め分かっているので安心して利用できます。 こじんりとビジネス利用を分けられるのが便利です。 これまで一度も問題になったことの無いmasterカードの利用が拒否されましたが、それをGooglepayに登録してgooglepayで支払うのはokでした。 配車手配後10分くらい待った挙句キャンセルされることが何度がありました。
2023-04-15 02:40:37,5,Perfect operation 👌
2023-04-15 02:26:52,5,使いやすい
2023-04-14 21:11:07,5,初めてでしたが、安心しました。 良かったです。 安いです～
2023-04-07 12:31:54,5,便利だし、車は綺麗で接客も丁寧。もう他は乗れません。
2023-04-01 15:33:56,1,Can't submit purchase :(
2023-03-28 01:46:46,2,タクシーの台数が少な過ぎ
2023-03-27 13:07:37,5,Easy to use!
2023-03-27 00:44:43,2,配車された車が到着直前で変わることがある。 クレジットカードがamexなのだがcidが3桁しか入力できず使えない。
2023-03-25 22:59:56,5,非常に親切でした。感謝! 又お願いします
2023-03-25 13:29:37,2,同僚に勧められて初めて使いました。19:15到着となっていたのに、 19:15になっても到着しません。 しばらくすると「到着地近辺には配車できるタクシーがないので最初からやり直してください」と出ました。　こっちは10分も待たされたのに。なんのための配車アプリなのかわかりません。
2023-03-23 12:02:13,1,配車予定、到着予定がどんどん伸びる。 ドライバー側に勝手にキャンセルされ全然来ないとかザラにある。それでいてこちらがキャンセル料負担。 他のレビューを見れば分かりますがここまで使えないアプリないです。 インストールしないほうが身のためです。
2023-03-22 12:05:01,5,いいアプリです。
2023-03-22 02:49:11,3,すぐにつかまってよかったですが、初めてでよく分からなかったせいもあるかと思いますが、ピンが区画の真ん中にたってた事もあり、家の裏のとおりに迎えに来られた。連絡の取り方がわからないので、あわてて場所まで走った。 運転手さんは親切でした。
2023-03-21 12:52:11,1,京都市内。到着予定時間が〇〇時〇〇分となっていたので用意しながら待つことに。到着予定時間になって急に「手配できませんでした」と。その待ち時間あれば歩くとか他のタクシー手配するとかできたのに。まさか京都でMKさんに裏切られるとは思いもしませんでした…。コレたまたま出かける予定だったけど、急病人やケガで病院行くときにやられたらどうすれば…。そりゃタクシー代わりに救急車呼ぶ人が後を絶たないわけだ。
2023-03-21 08:07:34,1,使いたい場所で配車サービスが利用できない。ドライバーを確保して、「配車を予約しました」メッセージを表示したくせに、そこで止まって、数十分間待たせた挙げ句、「ドライバーが見つかりませんでした」って舐めてるのだろうか？GO使った方が遥かにマシ。 Eatsの方は良いサービスなのだが、配車サービスは撤退した方がいいレベル。
2023-03-21 06:12:22,5,So convenient
2023-03-20 18:30:12,5,助かった、、、
2023-03-20 15:33:04,5,初めて利用しましたが、便利でとても良かったです。
2023-03-18 08:15:22,2,配車が決まっても何回もキャンセルされる。 待ってる時間で目的地に到着するくらい遅い。 配車される時間が読めないのでもう使うのをやめようかと思う。
2023-03-17 23:51:54,3,到着時刻の設定が欲しい
2023-03-17 00:42:01,1,運営の動きの遅さ、ドライバーに対する対応の悪さ 全てにおいて最低です。 Uberじゃなくても出前館とか他のやったほうが100倍マシ なんで潰れないのか不思議なくらいだわ
2023-03-14 15:16:20,1,自分の部屋番号すら　入ら無いので　アンインストールです よその違法内職店に　宅配　横領されるところでした タクシーも呼べません 全く使えませんむかっ
2023-03-14 14:27:56,5,uberは、直ぐ来るので嬉しいです。
2023-03-12 22:31:42,5,"First time, but easy use."
2023-03-12 00:12:32,5,最初の使い始めは、使いなれないこともありましたが、何回か使っていると便利ですね。 流しタクシーが少ないところから、アプリを使って呼べば目的の場所まで、呼んだところから指示通りに運転していただいて、助かります。
2023-03-11 21:10:44,5,ホント楽。めちゃくちゃ助かります。
2023-03-08 00:40:22,1,わざとやってるのかというくらい意味不明な回り道してばかりで、全然乗車場所まで来ない。 アプリ上の地図の道順・指示が間違いすぎ。
2023-03-07 14:51:52,5,Always every drivers are so nice. Never be late. Very polite. Smiling always.
2023-03-07 09:22:02,1,ブーストかけても何してもスリコとかほぼ詐欺的な一方的な搾取としか思えないほど酷いな
2023-02-27 15:09:31,5,So NICE
2023-02-26 10:07:45,2,名古屋駅の位置情報がガバガバ
2023-02-25 01:06:12,1,車両あってもいざ呼ぶと20分待たされた挙句車両が有りませんってUVERからキャンセルされる事が連続してます。最初から車両無しの表示なら許容出来るが有るから呼んでこれは酷いです。車両をもっと増やしてくれないと使えない。
2023-02-23 02:45:19,5,久しぶりの旅の始めに心地いドライバーさんにで会えました 待つ事なくプロドライバーが来てくれるました ありがとうございました
2023-02-23 01:09:04,5,Good
2023-02-20 09:14:53,5,素早い対応で助かりました。 ありがとうございます。
2023-02-20 04:11:18,5,早く日本でも白タク解禁して欲しい(^_^;)
2023-02-20 02:26:45,5,とても使いやすく、タクシーを呼ぶのに便利ですね。 これからも使っていきたいですね！
2023-02-19 06:51:59,5,3分以内にきた
2023-02-18 11:29:07,1,注文しようとしたら、支払いが受け付けられない カードも駄目（２日前に給料振込確認済み） 現金も駄目（現金使用不可地域ではない） 電話しようにも番号が書いてない 病気なので買い物に行けなくて、子供達に何か食べさせようと思ったのに、４７分程無駄にした 業界大手だし、大丈夫だろうと思っていたら、肝心肝要の所がザル なんやねん、支払い受け付けないから注文できないって 商売として破綻してる 客取る気あんのか！
2023-02-17 05:18:47,5,日本でも使えたらいいのに
2023-02-13 23:06:30,5,とても便利に活用しています。
2023-02-06 08:29:01,5,初めてでしたが、安心して乗れました!
2023-02-06 03:16:37,5,グッド
2023-02-03 22:48:54,5,素晴らしい
2023-02-02 13:11:29,1,予想到着時刻がいい加減すぎる。ほとんど倍近い時間経ってからやっと来る。また、不具合か仕様かわからないがドライバーの現在地が表示されないので、キャンセルしづらい。しかもドライバーがメッセージを見ないので、連絡を取ることもできない。
2023-01-25 01:10:46,5,大変使いやすい。決済も早いです
2023-01-25 00:31:07,5,雪の日でもすぐに配車して頂き、助かりました
2023-01-25 00:12:18,4,ナンバーワンと称される某アプリでは、家の周りは使えませんでした。こちらはすぐに掴まり非常に助かりました。
2023-01-24 02:28:01,5,べんり。
2023-01-20 08:33:27,1,ドライバーが決まってからあちら都合のキャンセルであったり、ドライバー検索の予定時間から大幅に過ぎても見つかりませんの一文のみ １２月は何度キャンセルされたことか。
2023-01-19 12:05:43,5,もうこれ無しで海外には行けません。
2023-01-13 16:26:19,5,便利です
2023-01-11 12:53:39,3,まだ、使った事が無い。
2023-01-09 07:28:11,5,タクシーがすぐ使えるので便利
2023-01-02 15:23:21,5,初めてでもうまく使えました。 運転手の方もとても良い方で良かったです。
2023-01-02 03:19:09,3,インターフェイス的に絶妙に使いにくい所があったりする。
2023-01-01 10:16:26,2,初回は二千円引きになるはずがなりませんでしたよ！折角使ったのに。
2023-01-01 04:24:38,5,good manner driver
2023-01-01 03:39:40,5,便利だと思います
2022-12-31 00:21:18,3,到着したかどうか分からず、やり直したりしていた挙げ句にキャンセル料が発生する羽目になった。
2022-12-30 04:19:43,5,ウーバー
2022-12-30 03:32:41,1,クーポンあると聞いて入れたら使えるのはどうやらiPhoneだけみたいです
2022-12-29 01:11:12,5,とても便利です
2022-12-25 04:48:18,5,不安な天候の中、とてもいい運転手さんでした。イライラしていたのも、どこへやら。 渋滞もあったのですが、ベテランの方で道もたくさん知ってありました。 また、同じ方でお願いしたいです。
2022-12-24 02:01:32,3,アプリは使いやすいのですが、２点だけ非常に残念な部分があり改善して欲しいです。１つ目は、運転手に問題があった場合の報告選択肢に「急加速」「乱暴な運転」を加えて欲しいです。２つ目は、チップを任意の金額で入力できる欄がありますが、タイピングが反応せず実質的に任意の金額は入力出来ない仕様になっていますので反応するようにして欲しいです。※私はチップの文化がある親に育てられたので、チップを好きな金額で送れないのは非常に不満です。
2022-12-22 22:22:42,5,easy to use
2022-12-22 01:10:46,5,近くて申し分ないが、親切なドライバーを手配してくれています。
2022-12-21 12:14:23,5,初めてでも使いやすく、旅先で重宝します。
2022-12-21 10:00:00,1,依頼を受けたのに向かう途中でキャンセルする大迷惑ドライバーが多い(宇治MKタクシー)。このようなドライバーの評価は下げるべきだが配車が成り立ってないので評価できない。なので悪徳ドライバーでも5に近い高評価でいれる。誠実にされてるドライバーに失礼と思う。ドライバーがキャンセルした場合にも評価出来たり自動で1評価になるなりペナルティを与えるべきかと思ってます。
2022-12-18 12:32:53,2,DiDiのほうが圧倒的に早くタクシーを呼べます
2022-12-17 20:06:39,5,夜中でもすぐに利用できて便利だった。帰るだけなので現地通貨もあまり無かったけど、カード決済できるし、金額も決まってるのが安心。
2022-12-17 12:27:10,2,予想料金と実際の料金の解離が激しい。 高い見積もりの方が金額差で驚くことが少なくて良いと思う。
2022-12-16 23:27:28,5,初Uber良き🤤
2022-12-14 14:13:15,5,迅速で的確でした。
2022-12-11 14:58:02,5,便利
2022-12-10 15:00:31,5,サービスがよい
2022-12-08 09:31:52,3,ドライバー1人1人とマッチングするため、候補のドライバーが応答しない場合はずっとペンディングになります。 たらい回しになるだけでマッチングせず時間だけ30分経って終わりなんてことが頻発します。
2022-12-07 11:45:32,1,途中で、ここから先は砂漠で行けないとドライバーが言うから、目的地を変えようとしたが、やり方が分からないからキャンセルしたらめちゃくちゃ請求された。 行けない場所なら最初からそう表示しないとダメでしょう。お金を返してほしい。
