at,score,content
2023-10-30 11:40:10,1,ゴミです。 最初の置き配注文で商品を撮影する時に、カメラを起動してから誤って戻るボタンを押してしまうと、必ずカメラ撮影が機能しなくなり、スキップすら機能しなくなるゴミです。 このバグ、最初の置き配注文のみに発生するようで、２回目以降の置き配注文では問題なくカメラを起動出来ます。 （※10回以上検証済み、必ず発生します。） このバグの厄介なところは、再起動をかける、もしくはキャッシュを削除するとさらにバグります。 再起動をかけて、アプリを立ち上げると、お客さま情報【注文番号や住所、お客さまからのご要望などが記載してある画面】が【オフライン時に表示される　あなたへのお勧め/今後の機会　の画面】が表示されてしまい、お客さまにメッセージを送ることも、住所や注文番号を確認することも、配達完了することすら出来なくなるバグが発生します。 サポートチャットもアプリ自体の問題ではなくあなたのスマホが調子悪いだけでしょ？みたいな感じで対応され、挙げ句の果てにはサポート強制終了。問題はなにも解決してないのに置いてけぼりという無茶苦茶な対応です。 これ以外のバグも多数あり、なぜ何も改善しないのか？
2023-10-29 00:05:30,1,最悪アプリ
2023-10-27 22:42:35,1,自分は持病の都合でウーバーの様な仕事を選択するしかないが、何故こうも配達員が多いのか理解に苦しむ。3年前にやっていた頃は時給換算2000円を越えることもままあったが、今は吉祥寺のようなそこそこ栄えている駅でも最低賃金にすら届かないことはザラにある。まず単価が低く、3km以内の距離なら一件300円で、近い距離で2件同時に依頼が入る場合などは２件目が100円になる。東京でも郊外だとピークタイムで一時間に3~4件が精々で、１日やると平均は2.5件程度。誰でも出来るが故に自分もやっている部分はあるが、あまりにもおかしな人でも配達員になれてしまうので、ぎょっとするような同業者も割と頻繁に見る。報酬も随分下がっていて、前は週に10万を越えたこともあったが、その時は150件程度で到達できたその金額を、今やろうとするとクエストの当たりを引いても250件は必要になり、現実的に不可能。当時の情報のままウーバーは稼げるとするネット上の記事もかなり多いが、今のウーバーは最低賃金でのアルバイトすらまだ安定するレベルで、これからも恐らく下がっていくだろう 他の仕事が選べる人はさっさと転職することを勧める。
2023-10-27 19:03:17,3,地図か見ずらい案内が遠回り前と違って了解が走行中押しづらい
2023-10-27 05:39:20,5,ブースト無くなってから単価マシになってきた！この調子で頼む！やはりクエスト抜きで平均400円は死守して欲しい。なにせガソリンも整備費も保険もこちら持ちだからね。もう配達員辞めようかと思っていたが深夜も鳴るようになってきたしやる気が持ち直してきた。
2023-10-27 02:43:31,2,たまに勝手にオンラインになったり 落ちたりします
2023-10-25 09:43:15,1,2023/10/25頭の悪いアップデートでお客に見せる現金表示が安っぽくなった。何かを変えないと仕事をしたように見えないからか改悪アップデートしかしない。配車を受けた後クエストの進行状態や他の情報が見れなくなって道順や音量など全く必要の無い情報しか表示出来なくなった、本当にろくな事をしない。姓名が逆に表示される仕様を治せよ。2023/4/14ふざけたアップデートで配達員だけが評価される仕様に変わりました。どれだけ待たされようとも店にバッド評価を付けれなくなりました。配達中に何回か開いたりすると確認ボタンが表示されなくなり再起動させないと配達終了も出来なくてダルい。マジで不衛生な店とか評価を付けさせてウーバー配達員が選ぶ自分が頼みたい店頼みたくない店を発表してもらいたい。2022/5/1写真撮影をしてメッセージを入れて送信しようとキーボードを消す操作をすると再起動がかかって写真撮影からやり直しになってイライラさせられる。
2023-10-24 22:39:56,1,バイク優遇しすぎ 今から自転車稼働されたい方はやめたほうがいいですよ。
2023-10-23 19:01:04,1,言いたいことは無限にあるけど、まずアプリ開けるようにしてくれwww 開きすらしない
2023-10-22 12:45:19,1,bad１回で％が下がるのにgoodを4つもらっても％が上がらない酷すぎる評価の仕様
2023-10-22 10:54:04,1,単価最悪。 頻繁なヘルメット着用写真強制 Android端末との相性✘ OPPOのreno7aの比較的新しいAndroid端末を使用してますがUberドライバーアプリと相性が良くない。 注文受けて行き先迄の地図をGoogleMapで開こうとすると開けないでホーム画面に戻ってしまう。かなり頻繁に。 そしてまたUberドライバーアプリに戻って再度地図を開くという二度手間。これが意外とイライラする。 バージョンも全て最新だしこれはどっちが原因？
2023-10-21 22:25:06,1,相変わらずのゴミアプデ、姓名が逆になって役に立たないと三年言い続けても治らない。 道順とか音量オンオフなんか要らない、アプリ開発者は配達を百件くらいしてから開発してくれ。
2023-10-21 18:21:05,2,バクが多すぎて困っております。
2023-10-21 04:28:31,1,単価下げすぎ。
2023-10-19 13:56:18,3,スマホ 画面を触っている時に注文が入ると 勝手に注文を受けてしまう 注文する気がなければ キャンセルをしなければならない スワイプ式にして欲しい
2023-10-19 00:18:17,5,今日ふと、思いました。以前使用していたバージョンだと。明らかに使い回しだと思います。ですが、少し、項目が増えていたりしてます。古いバージョンに補足する事は、アメリカ的なのでしょうか？不思議です。
2023-10-18 22:14:19,1,時給800円くらいにしかなんねえクソアプリ
2023-10-15 21:45:55,1,お客様情報の文字も少し大きくしてください。部屋番号など小さすぎてみずらいです。 あとお客様の住所をコピペできるようにしてほしい
2023-10-15 21:33:30,3,運営が１回配達やってみて欲しい。 というかクエストこなせるかどうかやってみろよ。
2023-10-14 23:00:20,3,システムは評価するが、改善余地だらけのアプリ。 氏名不完全の不具合。業務用アプリなのに、確認画面もなくワンタップで済ますのがおかしい。勝手に現金扱いになることがあった。配達中にリクエスト表示して邪魔する。余計な機能追加ばかりで改善しない不具合が多い。電池切れ等で別端末に引き継げなくなった。戻るボタン押下でリクエスト消える。まともな距離、料金提示しないのにリクエスト3回拒否するとオフラインになる。 アップデート内容を教えないのも、配達員軽視のあらわれ。
2023-10-14 18:47:06,1,自転車の経路が出ない地域なのでナビの設定を自転車から変更するのですが、何度設定しても何時の間にか自転車に戻ってしまいその都度変更せねばならず手間がかかって使いにくいです。評価もできなくなっているし日本語が正しくない部分もあります。
2023-10-10 18:31:12,1,バイクで先週から毎日のようにヘルメット写真撮れって出てくるようになったけど 大体バイクでヘルメット被ってなかったら違反なんだから被らないわけないでしょ 自転車だけにして欲しい
2023-10-09 16:13:07,1,単価安すぎ 都内でたまーにやるが、３００円台がザラ メニューだったら、同じ距離でもブーストがいいから少なくとも400〜800円はいくしな　 しかもメニューはピンポイントで注文店舗わかるし これは需要少なくて供給も少ないときに円滑に配達できるから助かる ウーバーでも取り入れたらええのにな
2023-10-08 22:07:03,1,反社会的勢力が運営しているので要注意。 更に落ちこぼれ組の警察公安が一緒に働いていて最悪。
2023-10-07 16:52:44,5,みやすい
2023-10-06 20:54:30,1,ゴミ
2023-10-06 19:05:40,1,マジでピンズレ直しやがれ
2023-10-06 16:44:48,4,譜からたい
2023-10-05 17:01:53,1,最新型にアップデートしたら、稼働中頻繁に、しかも１日の内に何回もGPSが途切れて案件を受けられなくなるゴミアプリと化してます!!こんなんじゃしょっちゅうGPSをオンオフにしてチェックしないとダメだし週跨ぎクエストにも大いに影響ありすぎではっきり言ってゴミアプリです!!以前のバージョンの方が鳴りも良かったです!!最悪だし⭐１つも付けたくないです!!
2023-10-03 17:08:21,1,時給1000円もいかないオワコンアプリ
2023-10-03 03:42:44,1,配達のコツ。300円は2kmまで。ダブルトリプルは解体してシングルへ。追加は取らない。以上。
2023-10-02 09:56:04,1,相互評価ではないのと、クエストの回数を選べないのが残念です
2023-10-01 04:26:57,2,頑張れば頑張るほどノルマが増えて休みがなくなります クエストいう名のノルマ達成で1件あたりの平均報酬は300円から500円 達成出来なければ300～400円 なので、基本ノルマは無視 暇な時や雨クエ出た時だけ稼働してます 副業程度の配達員は 晴れ平日は鳴らない どんな案件でも受諾する専業の優先組います チップ文化のない日本では 10件に1件あればいい方です 円安もあり情勢変化による燃料費や 維持費高騰でも報酬は下がる一方で トリプルピック100円案件なども 出てるようです 最低時給以下はデフォ ただシステム自体は優秀 チャット機能やキャンセル機能10分ルール 待ち時間の少なさはストレスない 評価制度は理不尽極まりない フィードバックがないbad 同業による蹴落としbad 店舗のミスで運転中に客に鬼電されたり 稀にあるゴ◯のような包装も直さないとbadもらいます 3件案件解禁で更にカオス化してます 副業で雨や暇な時間で 気楽に 稼働するのがおすすめです 嫌な案件は拒否上等でいいと思います 良い意味でも悪い意味でもアメリカ企業 新規もそうですが特に若い女性にはオススメできません
2023-09-30 07:14:55,1,何年経ってもバグを改善出来ない、直ってもまたしょうもないバグが多発。配達員の意見なんて聞く気もないのに毎回しょうもないアンケートばかり送り付けてバカにしているのだろうか。おまけに10km500円とかふざけた報酬ばかりで時給換算1000円すら危うい。奴隷でしょうか。
2023-09-29 21:28:13,4,単価が落ちたねー
2023-09-29 14:42:55,2,フルネームと表札と建物の外観表示をいれるだけで誰も損しなくなるからはやく実装してくれ
2023-09-29 01:35:21,2,目的地についオーダー番号が表示されない不具合。地図アプリ開いている時にUber Eatsアプリからルート検索すると地図アプリがハングアップする。
2023-09-28 15:56:38,1,料理出来てから呼んでください。
2023-09-28 07:36:01,2,アップデートの度に使いづらくなる（お客様のメッセージの表示が分かりづらいすらい等）
2023-09-27 16:41:34,1,インボイスで消費税かかるようになるからその分一律で単価上げてくれ
2023-09-27 13:55:12,1,相互評価と言っておきながら、注文者やお店から一方的に評価されるだけのゴミ仕様に変更。しかも配達員の個人情報である評価と顔写真、名前、ナンバープレートを注文者に晒して「辱め」を受けさせる悪辣な人権侵害アプリ。面白がって低評価をつける陰湿な注文者も多い。注文者は配達員を事前に選べないから、そもそも晒す意味がない。クエストは無理な回数を押し付けて追い込み、追いダブル+100円で運ばせようとしてくる。誰が運ぶか！
2023-09-25 20:06:03,1,客からの理不尽バッド、どうにかならないんですか？
2023-09-23 23:35:50,1,車でやってますが とてもじゃない単価で オファーを取るに取れません
2023-09-22 18:08:10,1,目的地が違う住所ででてくる。住所間違えが多い
2023-09-18 23:23:42,2,注文をうけて、ナビでグーグルマップを開くと一発で開けず、必ず２回ナビボタンを押さないとならないので、すごく面倒です！（アンドロイド）
2023-09-18 01:05:22,1,評価1すら高すぎる。 サポートがなんにもサポートできないする権限もない愚痴聞き相手でしかなく何一つ問題を解決できない。サポートにできるのはせいぜい注文者と配達員に連絡を取るくらいのものなので配達アプリで出来ないことは基本サポートにもできないと思って良い。 単価は安いしサポートはカスだしマップはピンずれしまくってるし。客に負担をかけるだけのPPDDを作って配達が遅れた客からクレームがきたら「知らない！配達員のせいだから！だって低評価付きそうなら受けキャンすればいいでしょ？」とかサポートでほざくとんでもない会社。本当にろくでもない
2023-09-15 11:27:33,3,はい③㍄
2023-09-14 10:56:33,1,何度投稿しても直らないピンズレ多数！ だいぶ以前から指摘してるが改善されないのでまた投稿する。 レビューを読むと勘違いしてる配達員がいるが客は悪くない！ 原因は新築でまだ地図に無い建物か、多くは注文用アプリの仕様で、ナビ設定の住所入力の枠に枝番もしくは番地まで入力しなければならないのに、入力途中で下に続きの候補が表示され、それを選んでしまうからだ。 例えば、札幌市〇〇区△条△丁目△番△号(△は数字)と入力しなければならないが、入力途中で札幌市〇〇区△と入力したところで候補に札幌市〇〇区△条と出れば条を入力しなくて済むのでそれを選んでしまい、ナビ設定が終わってしまうのが原因だ。 そして、途中までの候補を選び次のページに飛んでズレてるピンを修正し、詳細ページに住所を最後まで入力するので、客は完璧だと思ってしまう。 実際は、GPSが正確ならそれでも合ってたりするが、鉄筋コンクリートのマンションの中ではGPSが正確ではなくズレてしまう事が多い。 ピンをずらす機能は意味無しで、注文確定させた時にズレた位置に戻る。 自分も注文者側の時に、最初の頃これが原因でいつもピンがズレていた。早急に改良せよ！
2023-09-11 08:14:47,5,都心稼働です。時給にして3千円程です。副業で楽に稼げて良いです。
2023-09-09 12:21:01,2,誤タップして迷惑です！ スライド式か長押しに変更して欲しい。
2023-09-08 17:50:00,1,☆-5 配達後の問い合わせができない　なぜAndroidだけオーバーレイ必須なのか？マジでゴミ。 絶対更新するな。アプデするたびにバグがすぐ出るgmアプリ。 依頼受ける前○○通りみたいに住所が出ないの早よ修正しろ Android独自のバックグラウンドからごタップさせるゴミ仕様ほんとうざい。受けキャンの回数増えたわ。
2023-09-07 08:48:53,1,単価低すぎ
2023-09-07 08:47:19,5,真面目にコツコツと黙々と頑張れば、成果が出ます! どんな仕事もですが、簡単に利益を得るのは難しいと思います! 本日も、ウーバーイーツ運営様に感謝の気持で稼働させていただきます! アプリは流石はウーバーイーツです、使いやすさはナンバーワンです!
2023-09-07 03:01:44,3,客の名前は省略しても苗字省略するなよ誤配が増えるだけだろ。あと置き配のときに前回の配達員が撮った写真を見れるようにすれば誤配の率が格段に下がる。
2023-08-31 21:20:16,1,使い物にならない
2023-08-31 17:14:30,3,っｐ０ｐ００ｐ
2023-08-31 17:03:50,3,配達に関しての手順的なものはよくできていると思います。 Uberアプリを表示中に依頼が入るとおおよその地図が出てわかりやすいが、Googleマップで案内中に追加が入ると地図表示がないので目安がテキストのみで分かりづらい。 あと致命傷なのがGoogleマップの設定で有料道路を使用しない設定になっているのに、受注時このアプリからGoogleマップを立ち上げるとその辺お構い無しに有料道路を指定してくる。Googleマップの問題なのか、このアプリからGoogleマップを立上げる際の引数の問題なのか分からないがまじで何とかして欲しい。
2023-08-27 19:04:02,1,写真要求しつけえよ あと評価出来るようにしろ 本当は星1つも付けたくねぇよ
2023-08-27 15:43:44,1,商品の個数の確認を促すポップアップが出たため確認したが「2倍[商品名]」となっていたため「2倍商品名」という商品なのかと思ったが「商品名」を2個という意味だった 翻訳前は2×「商品名」で機械翻訳した結果「2倍[商品名]」と表示されてしまっているのだと思うが適当に機械翻訳ではいけないのはもちろん 「[商品名]　[個数]」 とスペースを入れるか個数のフォントをボールドやら斜体やら色を変えるなどで視認性を上げて欲しい 他にもセット商品の表示も同様にセット名と確認するべき商品内容をわかりやすく表示していないため迅速に運ぶための視認性をデザインが全く満たしていない また問題があったときのチャットサポートが接続から反応があるまで数分かかるため緊急性が高い場合に信頼できない
2023-08-26 23:53:04,3,Android版を使っています。 ▲以前はウーバーアプリ地図の現在地の駒がグーグルマップのナビと同じく正確に連動して動いていたのに、最近は何故か大雑把な表示になってしまい当てにならず目的地付近に到着しても地図の役割を果たさなくなってしまった。 なので今はグーグルマップしか見ていないです。 ▲配達先の建物名が一番上に表示される様になったが、お客様が登録している建物名と違う場合が良くあります。配達先で迷ってお客様に尋ねると勝手に違う名前が表示されてしまうとのこと。。 遅配や誤配の原因になるので改善してください。 ▲複数配達の途中でうっかり画面に触っただけで配達済みのボタンが反応して押されてしまい、配達先の住所が確認出来なくなってしまうことがありました。 その時はたまたま配達先マンションの目の前で部屋番号も憶えていられましたが、気付かないタイミングで触っていたらと思うと怖いです。。 ●最近の複数案件のマッチングはとんでもない案件が減り良くなってきていると思います。 ※アップデートを重ねて良くなる部分と、かえって悪くなる部分もある印象です。
2023-08-26 23:45:55,1,更新してから、非常に落ちやすくなった。また、毎回スマホを再起動してからアプリを起動しないと鳴らない。勝手にグッドボタンが押される。サポートの対応が時間が掛かるようになった。
2023-08-26 16:09:03,3,追記です。最初のリクの画面の時点でキャッシュレスか現金か判別出来れば有り難いです。ある程度現金で稼いでそれ以降はキャッシュレスのみにして現金で稼いだ分を相殺出来るので。 配達員です。配達員の事をもっと考えてもらいたいです。 サポートもすぐ解決したいのに分かりづらいし、ナビのピンも適当‥注文者に暗証番号が必要な旨も全く伝わってないし‥他にも書きたいことは山ほどありますが長くなるので割愛します。 正直何の改善もされずにこの状態が続くのであればやめる人続出すると思います。
2023-08-25 23:16:33,1,【店、客の評価が出来なくなった】 2023.8.25 店と客を評価出来なくなった。 必要な制度を何故消した？ 悪質な店、客は依然として存在している。 配達員がなんとか対処して 済ませていることUberは見て見ぬふりかよ。 不公平だろ？ 配達員に全て押し付けんじゃねぇよ。
2023-08-25 19:44:07,1,顔認証イカレテル。配達中に顔認証させんな！せめて始業前にしろ。
2023-08-25 13:46:22,3,GoogleMapナビの信頼度が低過ぎる 一軒家はきちんと名字を登録させるべき メッセージを送っても客が気づいてない 置き配は極力減らして欲しい 最低配達料が低過ぎる。350〜400円が妥当
2023-08-25 08:35:58,1,更新頻度が多すぎて、容量がなくなります。
2023-08-25 08:19:56,2,金額はどうでもいい。 アプリがドロップ付近になるとフリーズ、強制終了するバグを早く治してくれ
2023-08-22 20:14:35,3,iPhoneからアンドロイドに機種変しました。 iOS版と比べて、Android版は数十倍アプリが落ちやすいです。 毎日3回は落ちます(1日平均10時間稼) 特に地図の更新が激しくなる目的地付近や、道を確認するために動かしているときは顕著です。 どうしてこんなに落ちやすいのか分かりませんが、早く直してほしいものです。
2023-08-22 18:58:59,1,運営のやり方がキモすぎる。 雨クエの高額の時は雨降ってない時は99％鳴らない。 晴れの日はゴミみたいな10キロ300円とかばかり平気で送ってくる。 やり方きもすぎる。 金払いたくないんやったら最初から雨クエ出すなよ。時間の無駄やねん。やり方 ばりきもい。
2023-08-19 22:55:47,1,アプリの更新が出来ない
2023-08-18 22:33:04,1,オファーの時に配達場所お店の地図がオファー画面で隠れて見えない
2023-08-18 19:40:22,2,注文がブッキングしてるときがたまにあり、その時の補助金をもらうまでのやりとりが面倒。時間がもったいない。件数も稼げないので、メリットがない。シミの色を度々変更して何がしたいのと思う時があります。
2023-08-18 17:58:34,5,使いやすくなりました。
2023-08-18 16:46:34,2,ひあ の 、由良ル和なれば、
2023-08-16 12:57:53,1,配達中、到着間近になると 次の配達のオファーがきますが…わざと誤タップさせようとする使用 行き先も判らずキャンセル この繰り返し　開発してる側が 使用する側の不便さを理解してないと 思うことがかなり多い
2023-08-13 19:10:56,1,クエストの難易度を固定出来るようにしてほしい。上がりすぎると達成できない。配達しなくて下がる分にはいいが、上がり過ぎると難易度を下げる為に休む必要が出てくる。
2023-08-13 07:56:25,1,注文番号が表示されなかったり、届け先の住所の町名が到着したら勝手に変わったりして、配達に凄く時間がかかる、このアプリで配達したら、評価がどんどん下がる、いままでのウバーアプリで最低だ、この他にもバグが沢山ある。このアプリで配達するドライバーは優秀です。
2023-08-11 14:52:38,1,突然、使えなくなる。画面かたまる。かなり使いにくくなっています。
2023-08-11 05:19:18,1,デパート内の店は詳細を書いてくれ！何階とか見つけるのに時間かかるんだわ！ 容器がちゃんとしてない店何とかしてくれ！なんで液体なのに蓋開けてんの？熱気逃がしだと思うけどラップぐらいしてくれ！無駄な配達避けたいんだわ！
2023-08-08 15:55:27,3,右折禁止や中央分離帯の有るところ右折、進入禁止、Uターン禁止等に毎回案内されてまったく信用が出来ない！使いたくなくなる程腹立つ地図案内です。
2023-08-08 00:19:54,1,一ヶ月に3〜4回も更新する必要あるん？ 改善どころか改悪しか目立たん…
2023-08-07 18:33:33,5,稼げます！
2023-08-06 23:23:47,1,サポートが不十分で解決して欲しいトラブルが全く解決できない。 フードデリバリー他社がでは当たり前にスワイプ受注が導入されておらず誤タップ受注の頻発。フードデリバリーを始めてみたい方は他社フードデリバリーを勧めます。酷い。
2023-08-06 16:51:41,2,レイアウトが変わってからマップ上の自分の位置がわかりにくくなった。
2023-08-05 14:23:04,1,最近配達にかかる時間や距離の虚偽リクエストが多発しています、具体的には15分5.5㎞見積りで結果が30分8㎞など(ピック待ち無し、信号待ち最低限かつ最短距離の走行結果です)、これでは仕事を受けるかどうかの判断が難しく、他社の仕事を優先してしまいます、以前のような見積り方法に出来ないのでしょうか？
2023-08-03 19:36:01,1,いつもフリーズばかり、仕事にならん そもそも宅配の仕事なのに、お届け先を何も入力せずに注文出来るなんてありえない。2年間サポートに言っているのに改善する気なし。間違ってるピンの場所から正確な自宅の場所を調べて行っても追加料金ゼロになった。ボランティアをしたくて走ってるんじゃない、賃金貰えないならピンの場所までしか配達しないことにした。後のクレームはウーバーさんヨロシク！2年間も言い続けているのに改善しないのはお前らだ！しょうもない更新ばかりするくせに
2023-07-31 17:31:10,5,とにかく、注文番号を大きくしてほしい
2023-07-30 18:35:12,2,設定で他店舗ダブルを拒否出来るようにしてほしい。 初心者としては一件ずつやりたい。
2023-07-29 23:05:47,5,ウーバーイーツは神です
2023-07-29 22:38:40,2,使いにくい機能がいくつかある。 １つがオーダー受注時の画面。 オーダー受注の際にタップで行うのだが、悪天候時の誤動作により受注してしまったり、右上のキャンセルボタンがうまく認識せず受注してしまう時がある。 多少面倒にはなるが、スライド式にしてほしい。 もう１つが地図アプリ連動。 オーダー受注時にタップすると、アプリの自動起動をOFFにしていてもなぜか勝手に起動する時がある。 早急に直してほしい。 最後に現金選択。スライドでのチェック式なのだがトップから１ページで移動できる為、悪天候時や収納時のふとした弾みで簡単に変更されてしまい、ピックアップ後にキャンセルしなければならない事態が度々発生する。ドライバー評価に直結する部分なので改善してほしい。//２０２３/０７/２９/追記//評価システムが更新されたが正直意味がない。お店と顧客をドライバー側が評価しても何ら意味はないし、直近１0０件しか反映されないため下げ評価の通達はドライバーのモチベーションを下げるだけの原因にしかならず、顧客側からするとなんの参考にもならない。1度評価をリセットして上げ評価の総数表示にした方が参考になると思う。
2023-07-29 19:30:49,1,全く役に立たないヘルプでわざと解らなくしているみたい　電話での問い合わせが出来なくなり本当に困ったときはどうにもならない またソフトをオフするたびに更新案内でるが更新できない アンインストールしていれなおしても同じ
2023-07-25 09:23:41,1,お届け先に到着直前に次にリクエストを飛ばしてきて大迷惑です。受諾するとマップの案内は再開されないし走行中危険です。
2023-07-24 19:42:24,1,ボリュームが勝手に最大ボリュームになってうるさい！
2023-07-21 19:03:22,1,配達員の報酬を詐取して経営が成り立っているブラック企業
2023-07-21 13:36:17,1,使用者の事を何一つ考えていないゴミアプリ。これを作った人はよほどセンスが無いのだろう。注文者の名前が省略されて表示される意味の分からない使用。なぜ一軒家に配達する際に、なぞなぞみたいな事しなきゃならんのだ。いつの間にか目的地付近に来た際に省略マップから詳細マップに切り替わる機能が追加されたが、頻繁にフリーズしてアプリを再起動しなきゃいけない。いらない機能なんか追加しないで基本の所どうにかしろ。
2023-07-21 12:40:09,2,誤タップをしてしまう。これがこのアプリの最大の欠陥かと思う。 例えばグーグルマップなどで道を調べているときなどに多いのだが、指でスワイプしている時を想像してほしい。いきなり下からポップアップして配達依頼がくる。道を調べて画面を触っているんだから、当然触ってしまう。結果、受けたくない依頼を受託する事になる。キャンセルも面倒だ。 後はたまにアプリが落ちたり、フリーズしたりするが他のアプリでも良くあるので許容範囲。 逆にいうと操作の直感的なところや、マップの精度は素晴らしいと思う。使えないなと思う事はほとんどない。 こういった悪いところが改善されれば、フードデリバリーアプリと比較しても私個人としては現状、一番と断言できる
2023-07-20 22:45:31,1,不具合が多い。
2023-07-20 21:40:47,1,理不尽なバッドが多すぎる 1軒目のお店の調理が遅れて時間がかかり、2件目の客にはすぐ連絡できずバッドがつく。 お店の商品入れ忘れ配達員のせいですか？ ピンの位置ズレはよくあり届けが遅れるのも配達員のせいですか？ バッドはすぐ反映されるので分かりやすいがグッドが分からない。 １日でのグッド、バッドの数を表記するか、グッド、バッドシステムはやめた方がいい。 ほんとやる気が無くなります。
2023-07-20 10:14:44,2,マップの仕様変更をお願いします。 受諾後、マップが常に北になると思うのですが、進行方向表示も出来るようにお願いします。
2023-07-18 19:24:48,3,ヘルメットの写真確認のあとに 素顔確認のセンスのなさ あと前から言ってるんだけど スマホ縦向きのときですが ナビ時スマホの下半分が自分と経路に色づいてるんだけど そこに被せて追加オーダー表示してくるからじゃま。 目的近くじゃないと追加が鳴らないので 地図の上の方は使ってないから 上半分に表示して欲しい。 なぜか少し先で曲がるタイミングで オーダーが来ることが多い。
2023-07-17 23:21:21,2,自転車だけど8k10k僻地、依頼は何でも100%受けてるが突然前面に出るのマジでやめて、たまたま操作して週に数回蹴ってしもて腹が立つ。あとバイクなのに3k以下でも少し面倒なのはバンバン全て蹴る配達員を排除しろ品質落とす年中ストライキ配達員要らんやろ目障り。 あと、ONLINE時バッテリー食いすぎ携帯痛め過ぎ。 近くになったらメッセージ機能も写真撮ってても上にでて要りません終了したい邪魔です。始まった瞬間から不可能なあなただけにオファー130件180件、1時間良くて2か3やのに見せびらかしも要らない。過去経歴やリクエスト数から可能な物を下さい(笑)まだ不満はあるが大分マシになった改善されれば星上げます。
2023-07-15 15:00:51,5,いつでも好きなタイミングで仕事できる神アプリ!嫌な上司に付き合わなくていいストレスからの開放。
2023-07-14 21:27:58,1,いつになったらちゃんと客の名字が表示されるようになるのか。下の名前なんか表示されても届けられないだろう。 開発してる連中は頭がおかしい。
2023-07-13 22:37:41,2,いい加減にグーグルマップ以外も対応してほしい。 呼んで即キャンセルする失礼な人が多すぎるので、一定時間配車停止等のペナルティ等を適応すべきだと思います。 外国人利用客のマナーは良いですが日本人利用客はとても悪いです。
